# plot "./medidas_clientes_JIS.txt" using 1:2  lc 0 with linesp title "Measurement", "./medidas_clientes_JIS.txt" using 1:3 pt 7 lc 0 title "Simulation" with linesp
# clientes,medida real, simulacion numerica
10  0  0.000081
11  0  0.006739
12  0  0.033075
13  0  0.053785
14  0.065674  0.075889
15  0.065674  0.102431
16  0.156494  0.132782
17  0.156494  0.165703
18  0.156494  0.200096
19  0.156494  0.234949
20  0.262939  0.268818
